2024_02_12_20_50_01_992,0,0.1,0.2,0.3,0.0008650124,1.521845E-06,0.1360369,-5.786E-07,0.009254908,-1.80997E-05,0.4,3.245847E-07,2.219645E-05,5.461555E-09,0.00531058,3.170747E-06,-0.06892066
2024_02_12_20_50_02_025,0.0,0,0,0,0.0008653104,1.524018e-06,0.1360369,-4.096532e-07,0.009254907,-1.807641e-05,0.0,2.487057e-07,-4.332734e-07,2.017891e-09,-0.001892254,-6.827391e-07,0.04594528
2024_02_12_20_50_02_063,0.0,0,0,0,0.00086537,1.525949e-06,0.1360369,-9.080441e-07,0.009254968,-1.807705e-05,0.0,-3.809146e-06,4.396177e-05,1.092554e-07,0.005181353,0.002502482,-0.04606105
2024_02_12_20_50_02_101,0.0,0,0,0,0.0008641183,1.530629e-06,0.1360371,-3.628339e-08,0.009255146,-1.811053e-05,0.0,1.879452e-07,-5.513666e-05,1.706638e-09,-9.807172e-05,1.994991e-07,-6.702612e-05
2024_02_12_20_50_02_138,0.0,0,0,0,0.0008621216,1.535636e-06,0.1360371,5.537187e-08,0.009255146,-1.816848e-05,0.0,2.849568e-07,-1.293836e-05,6.296414e-09,0.004438102,-2.023064e-06,-0.00768101
2024_02_12_20_50_02_172,0.0,0,0,0,0.0008610189,1.53775e-06,0.136037,1.577693e-07,0.009255205,-1.820218e-05,0.0,-1.358556e-05,-0.0001280452,4.036052e-08,-0.01221578,0.001801384,0.08799246
2024_02_12_20_50_02_204,0.0,0,0,0,0.0008591712,1.543682e-06,0.136037,-1.427648e-07,0.009255116,-1.82386e-05,0.0,2.985657e-07,-5.128725e-05,3.354027e-09,-3.066452e-05,-1.594181e-06,0.01525111
2024_02_12_20_50_02_242,0.0,0,0,0,0.0008571744,1.548383e-06,0.136037,-4.357384e-07,0.009255205,-1.835251e-05,0.0,2.622541e-07,-0.0001138025,-7.678831e-10,-0.005417087,4.851287e-06,0.0382986
2024_02_12_20_50_02_279,0.0,0,0,0,0.0008556545,1.553536e-06,0.136037,3.94142e-08,0.009255175,-1.837366e-05,0.0,3.77155e-07,-7.758183e-05,-6.499477e-09,0.00253353,-4.115671e-05,-0.0229314
2024_02_12_20_50_02_313,0.0,0,0,0,0.0008543134,1.555814e-06,0.136037,-5.891708e-07,0.009255175,-1.840158e-05,0.0,1.720404e-07,-0.0001035084,5.446606e-10,-0.003626574,3.449763e-06,0.03832262
2024_02_12_20_50_02_350,0.0,0,0,0,0.0008515418,1.562018e-06,0.136037,-2.386535e-07,0.009255057,-1.846499e-05,0.0,4.983403e-07,-2.839459e-06,4.701542e-09,5.307527e-05,-2.381171e-07,-0.0002276697
2024_02_12_20_50_02_384,0.0,0,0,0,0.000851512,1.558741e-06,0.136037,-1.271391e-06,0.009255027,-1.866904e-05,0.0,5.860608e-07,-7.579505e-05,2.993416e-09,-0.003603655,-6.334232e-06,0.06118922
2024_02_12_20_50_02_422,0.0,0,0,0,0.0008497834,1.567368e-06,0.136037,-2.660395e-07,0.009254937,-1.875277e-05,0.0,1.328071e-05,2.056876e-05,-4.086245e-08,0.004260689,-0.000931048,-0.04599414
2024_02_12_20_50_02_454,0.0,0,0,0,0.000849694,1.567264e-06,0.1360369,-6.012767e-07,0.009254907,-1.881102e-05,0.0,1.565673e-07,1.156072e-05,1.604514e-09,0.0005590448,2.4957e-06,-0.01518382
2024_02_12_20_50_02_487,0.0,0,0,0,0.0008502901,1.570142e-06,0.1360369,2.784137e-07,0.009254968,-1.879777e-05,0.0,7.811861e-07,1.895722e-05,-2.803574e-08,0.0040924,-0.0001880968,-0.06134488
2024_02_12_20_50_02_526,0.0,0,0,0,0.0008504689,1.572014e-06,0.1360369,1.99741e-07,0.009254878,-1.877229e-05,0.0,4.76442e-07,-3.539278e-05,-2.806256e-09,-0.00829709,-7.23368e-06,0.04600241
2024_02_12_20_50_02_559,0.0,0,0,0,0.0008504987,1.573303e-06,0.1360369,-3.28556e-08,0.009254878,-1.87667e-05,0.0,4.758395e-07,1.705786e-05,3.37175e-09,-0.0005860836,-1.939554e-06,0.0001174994
2024_02_12_20_50_02_592,0.0,0,0,0,0.0008507967,1.573597e-06,0.1360369,-1.319303e-07,0.009254907,-1.873547e-05,0.0,4.271363e-07,-1.413636e-06,1.666303e-09,-0.00369925,4.329337e-07,0.04594439
2024_02_12_20_50_02_629,0.0,0,0,0,0.0008498728,1.57725e-06,0.136037,2.68469e-08,0.009255116,-1.874724e-05,0.0,1.180501e-06,-5.026962e-05,-3.278849e-08,-4.474986e-05,-0.0002812617,1.821536e-05
2024_02_12_20_50_02_663,0.0,0,0,0,0.0008481145,1.580486e-06,0.1360369,-1.149293e-06,0.009255265,-1.885941e-05,0.0,-2.814558e-07,-5.697585e-05,4.178354e-08,0.003109612,0.0002824773,-0.03822497
2024_02_12_20_50_02_697,0.0,0,0,0,0.0008463562,1.588256e-06,0.136037,1.037064e-07,0.009255116,-1.889447e-05,0.0,7.703449e-07,-7.122716e-05,-1.402309e-08,-0.0002282541,-0.0001005967,-2.539309e-05
2024_02_12_20_50_02_734,0.0,0,0,0,0.0008444786,1.592824e-06,0.136037,-7.122859e-07,0.009255265,-1.892576e-05,0.0,1.411965e-05,-7.076064e-05,-1.952976e-08,0.0009126997,-0.001692197,-0.01151601
2024_02_12_20_50_02_771,0.0,0,0,0,0.0008423626,1.597164e-06,0.136037,-5.231188e-07,0.009255175,-1.894739e-05,0.0,2.498413e-07,-3.17845e-05,1.858916e-08,0.00731211,6.832391e-05,-0.06117632
2024_02_12_20_50_02_808,0.0,0,0,0,0.0008405745,1.599672e-06,0.136037,-1.403936e-06,0.009255056,-1.906903e-05,0.0,1.489239e-06,-3.870563e-05,-1.31068e-08,0.002618372,-0.000974518,-0.01918226
2024_02_12_20_50_02_845,0.0,0,0,0,0.0008387864,1.610447e-06,0.1360369,8.198139e-07,0.009255026,-1.918714e-05,0.0,-1.349899e-07,-3.601235e-05,-1.979446e-09,-0.000796148,-5.228546e-06,0.01533156
2024_02_12_20_50_02_879,0.0,0,0,0,0.0008372068,1.612182e-06,0.136037,-2.801671e-07,0.009254998,-1.928312e-05,0.0,3.256431e-07,-9.337366e-05,-2.416948e-09,-0.009310921,1.90667e-06,0.06122208
2024_02_12_20_50_02_916,0.0,0,0,0,0.0008358955,1.616955e-06,0.1360369,-7.005093e-07,0.009255026,-1.935426e-05,0.0,1.39742e-05,-4.411946e-05,-2.694159e-08,-4.042704e-06,-0.001713793,0.01917666
2024_02_12_20_50_02_954,0.0,0,0,0,0.0008341074,1.621584e-06,0.1360369,8.96747e-07,0.009255056,-1.949862e-05,0.0,-2.658081e-05,-5.123945e-05,3.229229e-08,-0.001547518,0.0031869,-0.01521823
2024_02_12_20_50_02_991,0.0,0,0,0,0.0008344948,1.62677e-06,0.1360369,6.289243e-07,0.009254878,-1.944816e-05,0.0,1.547713e-05,-1.106183e-05,-5.704557e-08,0.0004336041,-0.002765368,-0.02294712
2024_02_12_20_50_03_025,0.0,0,0,0,0.0008345842,1.627072e-06,0.1360368,2.351948e-08,0.009254878,-1.951183e-05,0.0,4.006078e-07,3.050993e-05,4.121933e-09,0.0002472561,-7.106635e-07,0.0002239321
2024_02_12_20_50_03_062,0.0,0,0,0,0.0008344352,1.629602e-06,0.136037,5.942462e-07,0.009255146,-1.950919e-05,0.0,-1.331768e-05,-4.208827e-05,2.425389e-08,0.001134429,0.001668424,-0.02671507
2024_02_12_20_50_03_100,0.0,0,0,0,0.0008328557,1.634849e-06,0.1360369,2.70727e-07,0.009255234,-1.951235e-05,0.0,7.591134e-07,-7.455816e-05,-3.333594e-08,-0.001489826,-0.0001962496,-0.007595256
2024_02_12_20_50_03_137,0.0,0,0,0,0.0008312762,1.639032e-06,0.136037,2.154395e-07,0.009255116,-1.952345e-05,0.0,3.130444e-07,-3.429274e-05,2.592287e-09,0.002819565,-6.685223e-06,-0.04599537
2024_02_12_20_50_03_175,0.0,0,0,0,0.0008299351,1.643195e-06,0.136037,5.696589e-07,0.009254998,-1.96427e-05,0.0,-1.402585e-05,-8.156198e-05,6.201063e-08,-0.007041827,0.001979452,0.04208222
2024_02_12_20_50_03_212,0.0,0,0,0,0.0008289516,1.644124e-06,0.1360369,-1.286636e-06,0.009255026,-1.980137e-05,0.0,2.591681e-07,-3.843934e-05,6.297373e-09,-0.0005970732,1.572418e-05,0.01532781
2024_02_12_20_50_03_250,0.0,0,0,0,0.0008274317,1.651707e-06,0.136037,-1.892679e-07,0.009255056,-1.986466e-05,0.0,2.162392e-07,-3.618768e-05,2.140935e-09,0.003992924,-6.78461e-06,-0.03821958
2024_02_12_20_50_03_284,0.5,0,10,10,0.003907859,1.634878e-06,0.1356489,1.421467e-06,0.007811032,-1.982899e-05,0.29,-3.771978e-06,-0.07181767,5.979069e-06,12.75438,-0.0002517526,0.1491692
2024_02_12_20_50_03_321,0.5,0,60,60,0.02301195,1.637765e-06,0.1350602,-7.498442e-07,0.005677202,-1.956063e-05,0.69,2.992322e-06,-0.04266115,-1.269208e-06,8.945704,-6.294419e-05,0.05436805
2024_02_12_20_50_03_359,0.5,0,138,138,0.05395535,1.682055e-06,0.134734,6.457624e-07,0.004496132,-1.353223e-05,0.97,-2.419672e-05,-0.02309912,-1.75765e-06,6.256222,0.0001441683,0.06164075
2024_02_12_20_50_03_397,0.5,0,240,240,0.09454814,1.688557e-06,0.1345681,9.945666e-08,0.003897253,-5.546844e-06,1.16,-3.414508e-06,-0.009406396,-4.532218e-07,4.236341,0.0001325255,0.05970709
