2024_02_11_02_48_33_172,0,0,0,0,0.0009047091,1.368709E-06,0.1360369,-6.4645E-07,0.009254818,-1.582549E-05,0,-1.803781E-06,3.140592E-05,3.676354E-08,0.001696285,0.001160321,-0.003768047,,,
2024_02_11_02_48_33_206,0,0,0,0,0.0009044409,1.372051E-06,0.1360369,-4.709299E-07,0.009254877,-1.577798E-05,0,-2.10125E-06,4.442842E-05,5.373251E-08,0.008286568,0.001245231,-0.05729229,,,
2024_02_11_02_48_33_242,0,0,0,0,0.0009036958,1.376335E-06,0.1360371,2.127179E-07,0.009255147,-1.578733E-05,0,6.517887E-08,-0.0001105192,-4.811781E-09,-0.005751275,-5.618951E-06,0.03806828,,,
2024_02_11_02_48_33_275,0,0,0,0,0.0009026825,1.377288E-06,0.136037,-8.03401E-07,0.009255027,-1.586874E-05,0,-1.006049E-06,-5.178486E-05,5.801281E-08,0.0002927591,0.0004655348,-0.000177024,,,
2024_02_11_02_48_33_314,0,0,0,0,0.0009017885,1.38151E-06,0.136037,-5.458443E-07,0.009254998,-1.593091E-05,0,-1.36142E-06,-7.651256E-05,3.007886E-08,-0.003927921,0.00105337,0.05739223,,,
2024_02_11_02_48_33_351,0,0,0,0,0.0009003282,1.386428E-06,0.1360369,-1.824553E-07,0.009255086,-1.596008E-05,0,7.889142E-08,-8.227903E-05,-3.035475E-09,-0.005974519,-1.013456E-06,0.01544009,,,
2024_02_11_02_48_33_389,0,0,0,0,0.0008990467,1.391275E-06,0.136037,4.031717E-08,0.009255116,-1.60616E-05,0,6.591419E-08,-6.17713E-05,6.719157E-09,0.001962366,2.157094E-05,-0.03073235,,,
2024_02_11_02_48_33_422,0,0,0,0,0.0008975565,1.394138E-06,0.1360371,-4.907217E-07,0.009255087,-1.618079E-05,0,2.696518E-08,-6.380118E-05,7.211702E-09,-0.00496952,3.555233E-05,0.06117099,,,
2024_02_11_02_48_33_455,0,0,0,0,0.0008961558,1.402535E-06,0.136037,1.423966E-06,0.009255057,-1.624113E-05,0,2.254959E-06,-8.665308E-05,-5.600568E-08,-0.005846236,-0.001259889,0.03443638,,,
2024_02_11_02_48_33_492,0,0,0,0,0.0008943379,1.403405E-06,0.1360369,-6.56997E-07,0.009255086,-1.630245E-05,0,-1.569893E-06,-8.712227E-05,5.478518E-08,-0.003697807,0.00125576,-0.01139292,,,
2024_02_11_02_48_33_525,0,0,0,0,0.0008933544,1.406347E-06,0.1360368,1.132961E-07,0.009254818,-1.632724E-05,0,-1.332999E-05,6.788071E-06,3.039851E-08,0.001228016,0.001696292,0.00396739,,,
2024_02_11_02_48_33_559,0,0,0,0,0.000893265,1.410034E-06,0.1360369,-1.79083E-07,0.009254878,-1.631275E-05,0,5.203824E-07,1.020816E-05,-7.192731E-09,0.0004741813,-6.445697E-05,-0.01525353,,,
2024_02_11_02_48_33_597,0,0,0,0,0.0008930862,1.414111E-06,0.1360368,1.992414E-07,0.009254907,-1.635769E-05,0,1.02225E-06,7.474945E-06,-3.618293E-08,-0.0007648566,-0.0002853649,-0.02273657,,,
2024_02_11_02_48_33_635,0,0,0,0,0.0008925498,1.415049E-06,0.1360371,-1.442319E-06,0.009255057,-1.641781E-05,0,1.411539E-05,-6.205683E-05,-3.903358E-08,-0.00465101,-0.001777992,0.07250655,,,
2024_02_11_02_48_33_667,0,0,0,0,0.0008911192,1.419585E-06,0.136037,-5.303418E-07,0.009255116,-1.649947E-05,0,8.70546E-08,-7.015136E-05,2.057735E-09,0.001372413,7.501784E-06,-0.007724287,,,
2024_02_11_02_48_33_705,0,0,0,0,0.0008890927,1.424292E-06,0.136037,-4.396898E-07,0.009255085,-1.65941E-05,0,-3.039309E-07,-1.67584E-05,6.079057E-09,0.003985323,2.837853E-05,-0.02310888,,,
2024_02_11_02_48_33_738,0,0,0,0,0.0008878112,1.428464E-06,0.136037,7.488071E-09,0.009255086,-1.662455E-05,0,-2.952536E-07,-5.340028E-05,-1.691542E-09,0.004380937,-1.731983E-06,-0.05360615,,,
2024_02_11_02_48_33_776,0,0,0,0,0.0008876026,1.430512E-06,0.1360368,-3.495385E-07,0.009254907,-1.666205E-05,0,-5.903633E-07,-1.006542E-05,1.643112E-08,-0.0009159286,0.000180922,0.0001088629,,,
2024_02_11_02_48_33_813,0,0,0,0,0.0008876324,1.432771E-06,0.1360369,-1.020013E-06,0.009254849,-1.664348E-05,0,1.358961E-05,2.447667E-05,-2.474103E-08,0.004167507,-0.001693648,-0.04963905,,,
2024_02_11_02_48_33_847,0,0,0,0,0.0008877218,1.435006E-06,0.136037,-4.547097E-07,0.009255116,-1.66417E-05,0,-5.634834E-07,-6.935542E-05,1.182423E-08,-0.003585303,0.0001007249,0.007689832,,,
2024_02_11_02_48_33_884,0,0,0,0,0.0008863211,1.439572E-06,0.136037,2.50402E-08,0.009255086,-1.666032E-05,0,-2.014093E-07,-4.392185E-05,-1.971651E-09,-0.002003007,-1.353417E-06,0.04575428,,,
2024_02_11_02_48_33_917,0,0,0,0,0.00088498,1.443757E-06,0.136037,3.002606E-07,0.009255086,-1.673409E-05,0,-2.528973E-07,-7.965561E-05,-8.766078E-09,-0.002309135,-1.313947E-05,-0.02301069,,,
2024_02_11_02_48_33_955,0,0,0,0,0.000882864,1.445711E-06,0.136037,-1.103336E-06,0.009255116,-1.685648E-05,0,-1.269508E-06,-3.103789E-05,5.497507E-08,0.001539493,0.0003790111,0.03824378,,,
2024_02_11_02_48_33_992,0.6,-0.002186607,5,5,0.002068996,1.88032E-06,0.135798,3.101229E-05,0.008346641,0.0001762551,0.2,-0.0001704368,-0.09536862,-0.003302841,15.84402,-0.05084558,0.03511202,,,
2024_02_11_02_48_34_031,0.6,-0.002388295,55,55,0.02044988,1.234603E-06,0.1349993,0.0001323594,0.005449289,0.002276634,0.73,-6.673373E-05,-0.05846656,-0.001745834,11.67947,-0.008680246,0.08647074,,,
2024_02_11_02_48_34_063,0.6,-0.002591467,131,131,0.05020803,-1.162443E-06,0.1345838,0.000240409,0.003945044,6.283068,1.06,-4.964562E-05,-0.0347239,-0.002937661,8.460641,-0.007622584,0.01278822,,,
2024_02_11_02_48_34_101,0.6,-0.002840007,247,247,0.09563518,-9.583549E-06,0.1343223,0.0003642172,0.002999424,6.282931,1.32,-5.251969E-05,-0.01681674,-0.004225611,5.885481,-0.006669433,0.01800293,,,
2024_02_11_02_48_34_139,0.6,-0.003031252,379,379,0.1480519,-2.754602E-05,0.1342167,0.0004877514,0.002619618,6.282758,1.5,-4.088337E-05,-0.004412995,-0.005049275,4.010916,-0.005784444,0.02821232,,,
2024_02_11_02_48_34_177,0.6,-0.003256942,529,528,0.2075171,-6.071493E-05,0.1342238,0.0006359329,0.002648953,6.282546,1.62,-6.92703E-05,0.004742936,-0.006141722,2.475262,-0.005638343,-0.009620097,,,
2024_02_11_02_48_34_209,0.6,-0.003486559,665,665,0.2621013,-0.0001030239,0.134288,0.0007717567,0.002883682,6.282329,1.69,-7.791923E-05,0.00891956,-0.007010737,1.646399,-0.005870475,0.02694409,,,
2024_02_11_02_48_34_243,0.6,-0.003690417,807,805,0.3184528,-0.0001597723,0.134381,0.0009009088,0.003221786,6.282085,1.73,-2.370273E-05,0.011206,-0.0077813,1.089334,-0.005246256,0.006834045,,,
2024_02_11_02_48_34_280,0.6,-0.00389155,973,971,0.3847744,-0.0002449758,0.1345042,0.001051468,0.003670966,6.281775,1.76,7.751805E-08,0.01223611,-0.008530186,0.6650686,-0.003708759,0.0617383,,,
2024_02_11_02_48_34_317,0.6,-0.004138477,1136,1135,0.4502932,-0.0003502424,0.1346297,0.001196226,0.004127558,6.281446,1.78,-7.660253E-05,0.01219241,-0.009185114,0.4376173,-0.004093396,-0.04597101,,,
