2024_02_10_20_26_52_453,0,0.1,0.2,0.3,0.0007400215,1.996445E-06,0.1360371,-3.562967E-07,0.009255175,-2.204075E-05,0.4,1.159793E-05,-8.725261E-05,1.108968E-08,-0.002775554,-0.0004977277,0.04574805
2024_02_10_20_26_52_491,0.0,0.0,0,0,0.0007387102,2.003243e-06,0.136037,1.132644e-06,0.009255148,-2.203386e-05,0.0,1.588981e-05,-0.0001090559,-1.063615e-07,-0.006323291,-0.003070846,0.05358817
2024_02_10_20_26_52_528,0.0,0.0,0,0,0.000736773,2.003489e-06,0.136037,-4.386682e-07,0.009255176,-2.209366e-05,0.0,-3.99254e-08,-2.546787e-05,-4.369739e-09,0.004269548,-3.167227e-05,-0.007612724
2024_02_10_20_26_52_566,0.0,0.0,0,0,0.0007351935,2.009641e-06,0.136037,1.084693e-07,0.009255057,-2.209946e-05,0.0,8.424038e-08,-3.388451e-05,1.132201e-08,0.005895855,2.112357e-05,-0.01531789
2024_02_10_20_26_52_603,0.0,0.0,0,0,0.0007333159,2.013888e-06,0.136037,-3.416348e-09,0.009255028,-2.217919e-05,0.0,3.621946e-07,-8.077537e-05,3.981748e-10,-0.004504902,-1.5892e-07,0.0229113
2024_02_10_20_26_52_636,0.0,0.0,0,0,0.0007324219,2.016597e-06,0.1360369,-3.119687e-07,0.009255028,-2.228151e-05,0.0,3.239765e-07,-6.00335e-05,2.214198e-09,-0.004014357,3.207176e-07,0.05368498
2024_02_10_20_26_52_674,0.0,0.0,0,0,0.0007308424,2.021723e-06,0.1360369,-1.257654e-07,0.009255235,-2.235735e-05,0.0,3.590201e-07,-6.686967e-05,1.569802e-09,-0.001130895,2.200053e-07,6.775736e-05
2024_02_10_20_26_52_711,0.0,0.0,0,0,0.0007290542,2.026423e-06,0.136037,-3.235968e-07,0.009255176,-2.240662e-05,0.0,1.441028e-07,-6.926288e-05,-3.356337e-10,-0.0007020389,-2.214913e-06,6.427581e-05
2024_02_10_20_26_52_749,0.0,0.0,0,0,0.0007270873,2.032403e-06,0.136037,-3.023653e-07,0.009255119,-2.245822e-05,0.0,-2.68622e-06,-9.743367e-05,8.090522e-08,-0.005865254,0.001580392,0.02682401
2024_02_10_20_26_52_786,0.0,0.0,0,0,0.000725776,2.035124e-06,0.1360369,-5.421868e-07,0.009255027,-2.25277e-05,0.0,6.534323e-07,-4.259287e-05,-3.942707e-08,0.001961026,-0.0002887345,0.007708571
2024_02_10_20_26_52_820,0.0,0.0,0,0,0.0007250011,2.037448e-06,0.136037,-2.271218e-07,0.009254999,-2.259461e-05,0.0,-1.389703e-05,-6.838523e-05,2.503246e-08,-0.001616586,0.001703309,0.01135584
2024_02_10_20_26_52_857,0.0,0.0,0,0,0.0007236898,2.047397e-06,0.1360369,1.08255e-06,0.009254999,-2.258939e-05,0.0,1.558412e-05,-9.272587e-06,-8.786365e-08,0.008329445,-0.003009863,-0.03826419
2024_02_10_20_26_52_891,0.0,0.0,0,0,0.0007222593,2.048376e-06,0.136037,-7.470118e-08,0.009255087,-2.267395e-05,0.0,-1.039513e-07,-2.861841e-05,3.929529e-09,0.007519999,-5.525837e-07,-0.03057661
2024_02_10_20_26_52_928,0.0,0.0,0,0,0.0007202625,2.052072e-06,0.136037,-7.000433e-07,0.009255057,-2.272186e-05,0.0,-1.604696e-07,-7.02761e-05,-9.031962e-09,0.001576016,-3.24167e-05,0.007583941
2024_02_10_20_26_52_966,0.0,0.0,0,0,0.0007183254,2.054374e-06,0.136037,-1.292166e-06,0.009255057,-2.275295e-05,0.0,-1.609003e-05,-5.768604e-05,8.286955e-08,0.003144901,0.002972092,-0.007735816
2024_02_10_20_26_53_003,0.0,0.0,0,0,0.0007175803,2.063953e-06,0.1360369,3.361834e-07,0.00925479,-2.280045e-05,0.0,1.435049e-05,-3.342793e-05,-9.481141e-08,-0.005657197,-0.002106016,0.02686691
2024_02_10_20_26_53_037,0.0,0.0,0,0,0.0007174909,2.064538e-06,0.1360369,6.717837e-07,0.009254819,-2.284392e-05,0.0,-1.26263e-05,-3.661579e-05,3.023779e-09,-0.004758437,0.0007191731,0.01531353
2024_02_10_20_26_53_074,0.0,0.0,0,0,0.0007175207,2.070054e-06,0.1360369,7.91633e-07,0.009254848,-2.284503e-05,0.0,-1.963677e-06,-3.345061e-05,3.200437e-08,-0.007150402,0.001185497,0.04224139
