2024_02_11_21_25_35_938,0,0,0,0,0.0008428395,1.59707E-06,0.136037,5.500274E-07,0.009255116,-1.892992E-05,0,-1.293878E-05,-3.603466E-05,1.502531E-08,0.002120007,0.001595026,0.01915348,,,
2024_02_11_21_25_35_971,0,0,0,0,0.0008413494,1.600645E-06,0.136037,-7.13284E-07,0.009255116,-1.905166E-05,0,1.532511E-05,-6.421011E-05,-4.924348E-08,-0.0003228915,-0.002708536,2.774322E-05,,,
2024_02_11_21_25_36_008,0,0,0,0,0.0008396208,1.607987E-06,0.136037,8.253026E-07,0.009255056,-1.912708E-05,0,2.271085E-06,-5.001687E-05,-8.219131E-08,0.004325766,-0.001407678,-0.01139782,,,
2024_02_11_21_25_36_047,0,0,0,0,0.0008374751,1.611867E-06,0.1360369,-4.549795E-08,0.009255026,-1.924617E-05,0,-2.389808E-08,-4.422616E-05,2.830897E-08,-0.001355748,0.0001371067,0.01538134,,,
2024_02_11_21_25_36_080,0,0,0,0,0.0008361936,1.615435E-06,0.1360369,-2.716057E-07,0.009255056,-1.932476E-05,0,2.39019E-07,-3.381702E-05,6.930221E-09,0.003374751,1.010531E-05,-0.007555816,,,
2024_02_11_21_25_36_116,0,0,0,0,0.0008348227,1.620294E-06,0.1360369,2.674938E-07,0.009255056,-1.944567E-05,0,-1.495709E-05,-6.890571E-05,5.650253E-08,-1.655462E-05,0.002743127,6.689515E-05,,,
2024_02_11_21_25_36_154,0,0,0,0,0.0008343756,1.622965E-06,0.1360369,-3.13012E-07,0.009254937,-1.948921E-05,0,-3.001071E-08,-5.765036E-06,2.115819E-08,0.003526975,9.962807E-05,-0.03833006,,,
2024_02_11_21_25_36_188,0,0,0,0,0.000834614,1.624429E-06,0.1360369,-9.962939E-07,0.009254818,-1.94907E-05,0,-3.014708E-06,1.393646E-05,7.574907E-08,-0.001514528,0.002242648,0.03847162,,,
2024_02_11_21_25_36_221,0,0,0,0,0.0008346736,1.626913E-06,0.1360369,-4.60249E-07,0.009254907,-1.950573E-05,0,1.135172E-06,3.393407E-05,-3.27327E-08,0.007376959,-0.0002987347,-0.06904308,,,
2024_02_11_21_25_36_255,0,0,0,0,0.0008339286,1.63077E-06,0.136037,2.213291E-07,0.009255204,-1.951174E-05,0,-1.337711E-05,-3.521118E-05,3.177517E-08,0.003943021,0.001697733,-0.03455364,,,
2024_02_11_21_25_36_292,0,0,0,0,0.0008322597,1.634739E-06,0.136037,-6.739833E-07,0.009255146,-1.952256E-05,0,2.018461E-07,-9.723035E-05,3.68279E-09,-0.002647501,1.418419E-05,0.03061425,,,
2024_02_11_21_25_36_330,0,0,0,0,0.0008305311,1.640552E-06,0.136037,5.995581E-07,0.009255116,-1.957753E-05,0,-1.335172E-05,-6.801297E-05,2.79683E-08,-0.0003042151,0.001694793,-0.02676377,,,
2024_02_11_21_25_36_363,0,0,0,0,0.0008296371,1.643096E-06,0.136037,-1.395531E-06,0.009255116,-1.968515E-05,0,1.219968E-05,-3.143089E-05,1.531131E-08,0.006304914,-0.0005376012,-0.07648081,,,
2024_02_11_21_25_36_398,0,0,0,0,0.0008283854,1.647578E-06,0.136037,-2.451556E-07,0.009255116,-1.98249E-05,0,1.861937E-06,-4.239983E-05,-8.552927E-08,0.00362682,-0.0006470197,-0.06120391,,,
2024_02_11_21_25_36_434,0,0,0,0,0.0008270741,1.651076E-06,0.136037,-9.840126E-07,0.009255056,-1.989919E-05,0,-5.496046E-07,-6.655213E-05,3.810712E-08,0.000791646,0.0002823464,-0.03054482,,,
2024_02_11_21_25_36_471,0,0,0,0,0.0008255839,1.656232E-06,0.1360369,-5.649167E-07,0.009255026,-2.000731E-05,0,-4.485503E-08,-4.206534E-05,-5.90551E-09,-0.0007563667,-1.643459E-05,0.01533659,,,
2024_02_11_21_25_36_509,0,0,0,0,0.0008255541,1.659941E-06,0.1360369,5.729732E-07,0.009254818,-2.000788E-05,0,-1.3581E-05,1.85862E-05,1.187229E-08,0.004717092,0.001606484,-0.02667446,,,
2024_02_11_21_25_36_546,0,0,0,0,0.0008262396,1.661831E-06,0.1360369,-1.046595E-07,0.009254907,-2.000435E-05,0,7.535676E-08,-9.191661E-06,-1.23649E-09,-0.003417057,-6.747811E-07,0.02303871,,,
2024_02_11_21_25_36_584,0,0,0,0,0.0008264482,1.664361E-06,0.1360369,4.414418E-07,0.009254937,-2.000849E-05,0,-1.383577E-05,9.210514E-06,4.354695E-08,0.002099706,0.001782297,0.003862791,,,
2024_02_11_21_25_36_621,0,0,0,0,0.0008268058,1.665305E-06,0.1360369,-3.318906E-07,0.009254908,-1.996538E-05,0,-2.180712E-08,-2.024889E-05,-8.859853E-10,-0.005989643,6.28311E-06,0.1072082,,,
2024_02_11_21_25_36_659,0,0,0,0,0.0008270741,1.667294E-06,0.1360369,-9.453523E-08,0.009254968,-1.988841E-05,0,-9.264852E-08,5.712795E-05,3.568181E-09,0.007706517,-5.602274E-08,-0.08427652,,,
2024_02_11_21_25_36_695,0,0,0,0,0.0008257926,1.670704E-06,0.136037,-7.175451E-07,0.009255236,-1.992714E-05,0,-2.183792E-06,-3.99567E-05,5.206687E-08,-0.001659699,0.001262289,0.003822399,,,
2024_02_11_21_25_36_733,0,0,0,0,0.0008241236,1.673416E-06,0.136037,-7.680202E-07,0.009255236,-1.993404E-05,0,1.698629E-06,-6.54378E-05,-5.722675E-08,-0.00134424,-0.001250725,-0.003790605,,,
